Wall time,Step,Value
1740881322.733376,100,0.7745598554611206
1740881364.63513,200,0.7738346457481384
1740881406.649334,300,0.7730190753936768
1740881449.965741,400,0.7720965147018433
1740881492.103957,500,0.7711083292961121
1740881534.086677,600,0.7700239419937134
1740881576.238217,700,0.7688559889793396
1740881618.621495,800,0.7676228284835815
1740881661.130213,900,0.7663370966911316
1740881703.524132,1000,0.7649694085121155
1740881746.809515,1100,0.7635636329650879
1740881788.834876,1200,0.7620863914489746
1740881830.781052,1300,0.7605047225952148
1740881872.717723,1400,0.7588914036750793
1740881914.71008,1500,0.7571405172348022
1740881956.694763,1600,0.7553446888923645
1740881998.697939,1700,0.7535300254821777
1740882040.788698,1800,0.7516635060310364
1740882083.006849,1900,0.7496463060379028
1740882125.011276,2000,0.7476088404655457
1740882167.935538,2100,0.7455562353134155
1740882209.968342,2200,0.743450403213501
1740882251.94518,2300,0.7414247989654541
1740882293.943872,2400,0.7393467426300049
1740882336.07277,2500,0.7372528314590454
1740882378.129709,2600,0.7351616621017456
1740882420.140366,2700,0.7330199480056763
1740882462.181901,2800,0.7308740019798279
1740882504.081089,2900,0.7287524938583374
1740882546.058606,3000,0.7266241908073425
1740882589.083999,3100,0.7244929075241089
1740882631.04245,3200,0.7223695516586304
1740882673.039243,3300,0.7202664017677307
1740882714.9978,3400,0.7181990742683411
1740882756.932958,3500,0.7161266803741455
1740882798.89001,3600,0.7140881419181824
1740882840.838927,3700,0.7120393514633179
1740882882.906579,3800,0.7099945545196533
1740882924.984972,3900,0.7079241275787354
1740882967.016492,4000,0.7058670520782471
1740883011.321985,4100,0.7038180828094482
1740883054.294059,4200,0.7018041014671326
1740883097.376166,4300,0.6998187303543091
1740883140.794618,4400,0.6978123188018799
1740883183.884137,4500,0.6958139538764954
1740883226.443183,4600,0.6937921643257141
1740883268.643891,4700,0.6917904615402222
1740883310.688755,4800,0.6897883415222168
1740883352.611636,4900,0.687804102897644
1740883394.563377,5000,0.6858705282211304
1740883437.551758,5100,0.6839286088943481
1740883479.505737,5200,0.681980311870575
1740883521.490645,5300,0.6801204681396484
1740883563.576779,5400,0.6782208681106567
1740883605.613596,5500,0.6763153076171875
1740883647.598156,5600,0.6744124293327332
1740883689.528209,5700,0.6725199818611145
1740883731.459568,5800,0.670638918876648
1740883773.537132,5900,0.6687864661216736
1740883815.574874,6000,0.6669456958770752
1740883858.629792,6100,0.6651047468185425
1740883900.652475,6200,0.6632605791091919
1740883942.684415,6300,0.6614553928375244
1740883984.666753,6400,0.6596804261207581
1740884026.625002,6500,0.6579126715660095
1740884068.576126,6600,0.6561286449432373
1740884110.59491,6700,0.6543605327606201
1740884152.766599,6800,0.652604877948761
1740884194.847966,6900,0.6508886218070984
1740884236.848883,7000,0.6491357088088989
1740884279.941136,7100,0.6474328637123108
1740884321.923758,7200,0.6457104086875916
1740884363.882716,7300,0.6440325975418091
1740884405.83781,7400,0.642334520816803
1740884447.833311,7500,0.6406559944152832
1740884489.841026,7600,0.6389983892440796
1740884531.854686,7700,0.637320339679718
1740884573.805719,7800,0.6356891393661499
1740884615.899226,7900,0.634050726890564
1740884657.75573,8000,0.6324224472045898
1740884700.565036,8100,0.6308180689811707
1740884742.558662,8200,0.629231333732605
1740884784.577629,8300,0.6276584267616272
1740884826.638914,8400,0.6260954737663269
1740884868.619342,8500,0.6245450973510742
1740884910.677334,8600,0.623000979423523
1740884952.767076,8700,0.6214804649353027
1740884994.771242,8800,0.6199783682823181
1740885036.817859,8900,0.618506669998169
1740885078.931912,9000,0.6170169711112976
1740885121.867065,9100,0.615562915802002
1740885163.796927,9200,0.6141074895858765
1740885205.823632,9300,0.612671971321106
1740885247.800175,9400,0.6112757921218872
1740885289.768748,9500,0.6098621487617493
1740885331.856707,9600,0.6084768772125244
1740885373.716555,9700,0.6071599721908569
1740885415.682766,9800,0.6057988405227661
1740885457.692172,9900,0.6044526696205139
1740885499.693477,10000,0.6031035780906677
1740885542.829248,10100,0.601773202419281
1740885584.773837,10200,0.600469172000885
1740885626.758623,10300,0.5991848111152649
1740885668.782064,10400,0.5978894829750061
1740885710.831041,10500,0.5966282486915588
