Wall time,Step,Value
1740881322.734763,100,1.1100093126296997
1740881364.63636,200,1.0412236452102661
1740881406.650676,300,1.0219972133636475
1740881449.967141,400,1.1241657733917236
1740881492.105078,500,0.9255761504173279
1740881534.088082,600,1.088639736175537
1740881576.239613,700,0.9732847809791565
1740881618.622791,800,0.99143385887146
1740881661.131555,900,1.0087231397628784
1740881703.525691,1000,0.8971209526062012
1740881746.815599,1100,0.9241005778312683
1740881788.839642,1200,0.9386045932769775
1740881830.783552,1300,0.8870104551315308
1740881872.71906,1400,0.8989317417144775
1740881914.711406,1500,0.8697295188903809
1740881956.695748,1600,0.903901219367981
1740881998.699405,1700,0.8924715518951416
1740882040.790156,1800,0.8491145372390747
1740882083.007843,1900,0.948823869228363
1740882125.012604,2000,0.9045196175575256
1740882167.936887,2100,0.8764987587928772
1740882209.973894,2200,0.9480287432670593
1740882251.946521,2300,0.8656404614448547
1740882293.945236,2400,0.8616927862167358
1740882336.074122,2500,0.8153965473175049
1740882378.131032,2600,0.8697673678398132
1740882420.141254,2700,0.7891717553138733
1740882462.183266,2800,0.7988946437835693
1740882504.082574,2900,0.8277231454849243
1740882546.059677,3000,0.8989765644073486
1740882589.085416,3100,0.9215037226676941
1740882631.043796,3200,0.8182833194732666
1740882673.045412,3300,0.8813270330429077
1740882714.99914,3400,0.8279025554656982
1740882756.934035,3500,0.7903096675872803
1740882798.891367,3600,0.7905340790748596
1740882840.840259,3700,0.7864858508110046
1740882882.907647,3800,0.7794094085693359
1740882924.986383,3900,0.808538019657135
1740882967.017829,4000,0.8298565149307251
1740883011.323495,4100,0.8217428922653198
1740883054.295467,4200,0.7706407904624939
1740883097.377745,4300,0.7859841585159302
1740883140.798808,4400,0.8071447610855103
1740883183.885803,4500,0.8893570899963379
1740883226.444692,4600,0.7803868651390076
1740883268.645231,4700,0.7744592428207397
1740883310.690118,4800,0.7862595319747925
1740883352.612469,4900,0.7886708378791809
1740883394.564729,5000,0.7382766008377075
1740883437.553313,5100,0.7694826126098633
1740883479.506707,5200,0.7516026496887207
1740883521.492161,5300,0.801476776599884
1740883563.578065,5400,0.7481035590171814
1740883605.618612,5500,0.7436615228652954
1740883647.599627,5600,0.7542306780815125
1740883689.529178,5700,0.783739447593689
1740883731.460947,5800,0.7952231168746948
1740883773.53845,5900,0.724213182926178
1740883815.575735,6000,0.7283029556274414
1740883858.631144,6100,0.7346813082695007
1740883900.653819,6200,0.7180035710334778
1740883942.685282,6300,0.7412940859794617
1740883984.668048,6400,0.729468047618866
1740884026.626338,6500,0.7187703847885132
1740884068.581761,6600,0.7480990290641785
1740884110.596556,6700,0.7367042303085327
1740884152.768098,6800,0.7442613244056702
1740884194.849268,6900,0.7271015048027039
1740884236.850282,7000,0.6973074078559875
1740884279.94185,7100,0.7433373928070068
1740884321.925116,7200,0.7067667245864868
1740884363.884077,7300,0.7165760397911072
1740884405.838899,7400,0.7068304419517517
1740884447.834718,7500,0.7049452662467957
1740884489.842499,7600,0.6833714842796326
1740884531.859948,7700,0.732549786567688
1740884573.807071,7800,0.7015451192855835
1740884615.900879,7900,0.7055237293243408
1740884657.75707,8000,0.7037993669509888
1740884700.566708,8100,0.7197799682617188
1740884742.559551,8200,0.6752520203590393
1740884784.581434,8300,0.6828513145446777
1740884826.640491,8400,0.6891003251075745
1740884868.620289,8500,0.7312444448471069
1740884910.678671,8600,0.6768479943275452
1740884952.769086,8700,0.6743539571762085
1740884994.777111,8800,0.7148370742797852
1740885036.820213,8900,0.6771500110626221
1740885078.932786,9000,0.677180290222168
1740885121.86857,9100,0.7190887928009033
1740885163.798263,9200,0.674301266670227
1740885205.824578,9300,0.718671441078186
1740885247.801515,9400,0.6816892027854919
1740885289.770172,9500,0.699203610420227
1740885331.857745,9600,0.6916020512580872
1740885373.71791,9700,0.6488024592399597
1740885415.68412,9800,0.6701589822769165
1740885457.697332,9900,0.665941596031189
1740885499.694829,10000,0.650967538356781
1740885542.830043,10100,0.6433712840080261
1740885584.775207,10200,0.699291467666626
1740885626.759972,10300,0.7228044271469116
1740885668.783403,10400,0.6672237515449524
1740885710.832668,10500,0.6773458123207092
1740885752.801749,10600,0.664872407913208
1740885795.025462,10700,0.6749158501625061
1740885837.556236,10800,0.6511064767837524
1740885880.067466,10900,0.6242486834526062
1740885922.594788,11000,0.6667389869689941
1740885966.445383,11100,0.6489428281784058
1740886009.11311,11200,0.6137217283248901
1740886051.8524,11300,0.6690825819969177
1740886094.144021,11400,0.6389499306678772
1740886136.1723,11500,0.6728504300117493
1740888157.387168,11100,0.6587225794792175
1740888195.829973,11200,0.6387361884117126
1740888234.057986,11300,0.6357424259185791
1740888272.530732,11400,0.674978494644165
1740888311.03181,11500,0.6583083271980286
1740888349.380927,11600,0.6225639581680298
1740888387.903439,11700,0.6403998732566833
1740888426.419304,11800,0.6507129073143005
1740888464.886985,11900,0.6130378842353821
1740888503.26155,12000,0.660358726978302
1740888542.721379,12100,0.6465234756469727
1740888581.080708,12200,0.6597338914871216
1740888619.556655,12300,0.603725016117096
1740888657.866532,12400,0.6411629915237427
1740888696.429495,12500,0.6211169958114624
1740888734.746212,12600,0.6838372945785522
1740888773.148301,12700,0.6172118782997131
1740888811.475622,12800,0.6259313225746155
1740888849.897769,12900,0.6523368954658508
1740888888.294147,13000,0.6499826908111572
1740888927.755873,13100,0.6216870546340942
1740888966.011933,13200,0.6818269491195679
1740889004.192821,13300,0.6140214204788208
1740889042.442756,13400,0.6143064498901367
1740889080.775467,13500,0.5961688756942749
1740889119.115877,13600,0.6071776747703552
1740889157.355712,13700,0.6071334481239319
1740889195.72035,13800,0.6165837049484253
1740889234.09885,13900,0.6007751822471619
1740889272.41764,14000,0.6373684406280518
1740889311.849205,14100,0.6029350757598877
1740889350.256655,14200,0.6265943646430969
1740889388.474771,14300,0.6136569976806641
1740889426.787018,14400,0.5889511704444885
1740889465.09926,14500,0.5984856486320496
1740889503.434814,14600,0.6003651022911072
1740889541.717689,14700,0.596356213092804
1740889580.077053,14800,0.6111096739768982
1740889618.373852,14900,0.6262773871421814
1740889656.909493,15000,0.6385923027992249
