Wall time,Step,Value
1740881322.730383,100,0.13689425587654114
1740881364.632685,200,0.11065039038658142
1740881406.64664,300,0.08434031903743744
1740881449.96292,400,0.11304006725549698
1740881492.095805,500,0.03950848802924156
1740881534.083961,600,0.1278792917728424
1740881576.235123,700,0.06845767050981522
1740881618.612666,800,0.09100087732076645
1740881661.127412,900,0.06809103488922119
1740881703.520948,1000,0.04952618479728699
1740881746.806341,1100,0.058116812258958817
1740881788.821063,1200,0.04254947230219841
1740881830.778091,1300,0.032495830208063126
1740881872.714948,1400,0.0651123970746994
1740881914.707381,1500,0.01933346502482891
1740881956.685779,1600,0.051951732486486435
1740881998.694837,1700,0.035767603665590286
1740882040.786076,1800,0.029070725664496422
1740882083.000222,1900,0.0691228061914444
1740882125.008592,2000,0.038883913308382034
1740882167.931054,2100,0.046643562614917755
1740882209.965595,2200,0.06769522279500961
1740882251.942444,2300,0.039032552391290665
1740882293.941198,2400,0.050934746861457825
1740882336.070134,2500,0.014919314533472061
1740882378.127013,2600,0.026967104524374008
1740882420.132535,2700,0.0137338200584054
1740882462.179184,2800,0.008880525827407837
1740882504.077508,2900,0.018359113484621048
1740882546.050093,3000,0.05555609241127968
1740882589.081072,3100,0.05542321875691414
1740882631.039583,3200,0.024145616218447685
1740882673.035133,3300,0.03787846490740776
1740882714.995168,3400,0.04300040006637573
1740882756.930774,3500,0.008811295963823795
1740882798.887303,3600,0.013174188323318958
1740882840.836214,3700,0.019527746364474297
1740882882.897105,3800,0.015373659320175648
1740882924.98227,3900,0.03489129990339279
1740882967.01364,4000,0.04956575110554695
1740883011.3144,4100,0.03385801985859871
1740883054.291125,4200,0.017455896362662315
1740883097.373077,4300,0.018747178837656975
1740883140.791636,4400,0.034271687269210815
1740883183.881048,4500,0.06557495146989822
1740883226.440174,4600,0.017891300842165947
1740883268.641172,4700,0.02719986066222191
1740883310.686039,4800,0.015644950792193413
1740883352.60333,4900,0.02717849239706993
1740883394.560525,5000,0.009356900118291378
1740883437.548646,5100,0.02394864894449711
1740883479.497391,5200,0.013667537830770016
1740883521.486053,5300,0.016892310231924057
1740883563.574071,5400,0.012117496691644192
1740883605.610943,5500,0.015211193822324276
1740883647.594265,5600,0.022837113589048386
1740883689.525992,5700,0.03226614370942116
1740883731.456907,5800,0.031851626932621
1740883773.534451,5900,0.012320291250944138
1740883815.565954,6000,0.01763504557311535
1740883858.627025,6100,0.0121436957269907
1740883900.649787,6200,0.010351271368563175
1740883942.676597,6300,0.014469651505351067
1740883984.663894,6400,0.01305979210883379
1740884026.622184,6500,0.01983964815735817
1740884068.573411,6600,0.01815146394073963
1740884110.592193,6700,0.015424251556396484
1740884152.763591,6800,0.021795041859149933
1740884194.845131,6900,0.016835805028676987
1740884236.846123,7000,0.008537285029888153
1740884279.934711,7100,0.04562878981232643
1740884321.920962,7200,0.00937166903167963
1740884363.879976,7300,0.016337644308805466
1740884405.82902,7400,0.010539270006120205
1740884447.830657,7500,0.01630784384906292
1740884489.838323,7600,0.007253025658428669
1740884531.851974,7700,0.04526183009147644
1740884573.803034,7800,0.013753324747085571
1740884615.896053,7900,0.0122400326654315
1740884657.753028,8000,0.007834338583052158
1740884700.561487,8100,0.016489123925566673
1740884742.549842,8200,0.006026091054081917
1740884784.573313,8300,0.0090929651632905
1740884826.635753,8400,0.016704849898815155
1740884868.61047,8500,0.029791658744215965
1740884910.674602,8600,0.009746317751705647
1740884952.763672,8700,0.008884991519153118
1740884994.768499,8800,0.011853563599288464
1740885036.815156,8900,0.014317838475108147
1740885078.930208,9000,0.015207991935312748
1740885121.864009,9100,0.02317672409117222
1740885163.794144,9200,0.013515233062207699
1740885205.815513,9300,0.024327902123332024
1740885247.797438,9400,0.015820665284991264
1740885289.766015,9500,0.023564675822854042
1740885331.832372,9600,0.01451452262699604
1740885373.713808,9700,0.005944493692368269
1740885415.680068,9800,0.011990616098046303
1740885457.689447,9900,0.012841842137277126
1740885499.689532,10000,0.00878746435046196
1740885542.827574,10100,0.01064431481063366
1740885584.77104,10200,0.03487612307071686
1740885626.755952,10300,0.035412974655628204
1740885668.773948,10400,0.013774576596915722
1740885710.827566,10500,0.013713019900023937
1740885752.797534,10600,0.0305197611451149
1740885795.015311,10700,0.01820715330541134
1740885837.551817,10800,0.013341089710593224
1740885880.062763,10900,0.006201987154781818
1740885922.58553,11000,0.012605945579707623
1740885966.440945,11100,0.014086088165640831
1740886009.108257,11200,0.004986283369362354
1740886051.847131,11300,0.023631738498806953
1740886094.139856,11400,0.00985846109688282
1740886136.162988,11500,0.023566104471683502
1740888157.382744,11100,0.006295113358646631
1740888195.825791,11200,0.009202893823385239
1740888234.053824,11300,0.018015053123235703
1740888272.526625,11400,0.006696939934045076
1740888311.021637,11500,0.006406556349247694
1740888349.376725,11600,0.0057641128078103065
1740888387.899299,11700,0.011830880306661129
1740888426.406243,11800,0.009746246039867401
1740888464.882391,11900,0.006287293042987585
1740888503.255388,12000,0.025048209354281425
1740888542.712996,12100,0.011378577910363674
1740888581.074957,12200,0.036300089210271835
1740888619.551795,12300,0.006372811272740364
1740888657.862202,12400,0.01242789626121521
1740888696.425345,12500,0.0068684727884829044
1740888734.735956,12600,0.03577771410346031
1740888773.144264,12700,0.005708020180463791
1740888811.471485,12800,0.013111066073179245
1740888849.888234,12900,0.022551972419023514
1740888888.289995,13000,0.01987401954829693
1740888927.751424,13100,0.006392292678356171
1740888966.003689,13200,0.00745066674426198
1740889004.18729,13300,0.003980980720371008
1740889042.440323,13400,0.011422842741012573
1740889080.770946,13500,0.004217943176627159
1740889119.111815,13600,0.004351919051259756
1740889157.345585,13700,0.007309035398066044
1740889195.715729,13800,0.0066008963622152805
1740889234.092309,13900,0.005490918178111315
1740889272.407995,14000,0.012995962053537369
1740889311.845133,14100,0.005189200863242149
1740889350.252518,14200,0.009596128948032856
1740889388.466726,14300,0.008602779358625412
1740889426.782983,14400,0.004319937899708748
1740889465.095001,14500,0.006265483796596527
1740889503.43076,14600,0.006064133252948523
1740889541.713348,14700,0.004216289613395929
1740889580.066853,14800,0.008595691993832588
1740889618.369649,14900,0.014384948648512363
1740889656.905485,15000,0.014931866899132729
